member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA103521,59,1,39931.4,3158575.38,-1.52,9,54,4,Yes,Balanced,Corporate,Medium,9,Low Risk,0
MSA103522,59,23,30808.36,3250287.22,-1.35,1,13,6,Yes,Growth,Self Employed,Medium,9,Medium Risk,0
MSA103523,64,13,14315.18,732581.21,-2.97,3,44,12,Yes,Conservative,Private,High,7,Low Risk,0
MSA103524,48,15,19973.17,2413689.64,-5.63,8,47,10,No,High Growth,SME,High,6,Medium Risk,0
MSA103525,37,5,31762.23,1623411.07,0.92,4,59,0,Yes,High Growth,Private,High,1,Medium Risk,0
MSA103526,55,21,29295.99,4761456.95,10.43,2,9,0,Yes,High Growth,Corporate,Low,0,Medium Risk,0
MSA103527,69,17,21454.62,1256020.03,12.26,8,34,4,Yes,Growth,Corporate,High,5,Medium Risk,0
MSA103528,36,23,19072.05,3850945.59,14.4,5,17,1,No,Conservative,Self Employed,High,7,Medium Risk,0
MSA103529,59,24,26603.09,2636066.87,-4.07,5,27,7,No,Growth,SME,Medium,0,Medium Risk,0
MSA103530,36,6,8405.99,123323.01,-8.93,3,29,13,Yes,Conservative,Self Employed,Medium,2,Medium Risk,0
MSA103531,32,21,34821.13,2640567.99,19.24,7,37,14,No,Growth,SME,High,0,Medium Risk,0
MSA103532,30,22,34318.9,747170.14,-9.57,6,43,2,Yes,Conservative,SME,High,9,Medium Risk,0
MSA103533,65,11,27790.16,3554582.87,18.82,3,22,0,Yes,High Growth,Self Employed,Low,8,Medium Risk,0
MSA103534,54,18,18467.39,2965118.48,14.86,4,51,12,Yes,Conservative,Private,Low,6,Medium Risk,0
MSA103535,66,4,14911.98,330997.78,17.36,6,24,1,No,Growth,Government,Medium,7,Medium Risk,0
MSA103536,30,3,28511.16,1208726.51,1.62,9,7,9,No,Conservative,SME,High,8,High Risk,0
MSA103537,44,13,20723.32,3988863.01,-4.08,9,34,9,No,Balanced,Corporate,High,2,High Risk,0
MSA103538,66,23,15996.01,1513538.44,8.19,4,48,6,No,Conservative,Self Employed,High,9,Medium Risk,0
MSA103539,42,9,31058.57,2702514.84,12.24,8,12,5,Yes,High Growth,Private,High,1,Medium Risk,0
MSA103540,69,21,23426.82,1706141.14,-6.07,8,23,11,Yes,Conservative,SME,High,5,Medium Risk,0
MSA103541,37,6,29276.37,4821375.94,13.93,8,15,7,No,Balanced,Private,Low,4,Medium Risk,0
MSA103542,34,12,27552.23,2779351.24,-3.74,6,33,6,No,Balanced,Self Employed,Low,3,High Risk,0
MSA103543,38,2,21802.91,3517149.9,4.75,1,57,13,No,Balanced,Corporate,High,5,Medium Risk,0
MSA103544,30,3,42290.46,588149.72,15.69,8,13,9,Yes,Growth,SME,Low,5,Low Risk,0
MSA103545,65,3,35207.01,385737.14,-4.2,2,23,12,Yes,Balanced,SME,Low,2,Medium Risk,1
MSA103546,64,12,26837.94,1388590.57,-2.74,2,38,7,Yes,Growth,Private,High,1,High Risk,0
MSA103547,31,15,18964.09,1757244.75,-8.12,6,32,2,Yes,Balanced,Self Employed,Low,8,Medium Risk,0
MSA103548,69,9,22742.84,3554714.68,-5.6,10,45,5,Yes,Growth,Government,High,7,Medium Risk,0
MSA103549,52,23,26925.31,3023974.99,-5.6,3,50,12,Yes,Balanced,SME,Low,3,Medium Risk,1
MSA103550,38,8,19601.1,2055489.05,-3.9,7,35,6,No,Balanced,Corporate,High,5,Medium Risk,0
MSA103551,63,11,36262.98,3364190.55,-1.41,4,1,14,Yes,Conservative,SME,High,2,Low Risk,1
MSA103552,43,16,32721.42,1074044.45,14.45,9,47,9,No,Balanced,SME,Low,7,Medium Risk,0
MSA103553,33,22,21152.64,552065.99,17.47,6,58,10,Yes,Conservative,Government,Low,2,Low Risk,0
MSA103554,59,4,31751.24,4430909.21,2.19,3,45,0,No,Balanced,Government,Medium,1,Medium Risk,0
MSA103555,60,1,28192.72,2913954.33,-6.15,3,5,0,Yes,Balanced,Self Employed,High,6,Medium Risk,1
MSA103556,67,24,39956.1,3504457.6,-3.29,5,57,6,No,Conservative,SME,High,2,Medium Risk,0
MSA103557,40,7,23369.18,1788788.14,12.09,2,13,12,Yes,Conservative,SME,High,8,Low Risk,0
MSA103558,64,2,11027.29,1936789.04,10.32,2,54,10,No,Growth,Private,High,2,Low Risk,0
MSA103559,37,24,17498.16,681821.86,19.02,7,5,12,Yes,High Growth,Private,Low,7,Medium Risk,1
MSA103560,32,5,27987.86,4310541.53,-9.57,5,32,2,Yes,Conservative,Corporate,Low,1,Medium Risk,0
MSA103561,43,7,28871.6,2997066.28,12.52,8,51,2,Yes,Growth,Corporate,Medium,8,Medium Risk,0
MSA103562,42,4,30102.24,585982.93,5.17,2,21,14,Yes,Balanced,Private,High,0,Low Risk,0
MSA103563,74,5,13022.14,4112225.52,17.08,6,24,4,Yes,Conservative,Corporate,Medium,2,Low Risk,0
MSA103564,61,24,22703.26,2346664.08,7.29,5,18,14,No,Conservative,SME,Medium,1,Low Risk,0
MSA103565,63,1,24909.04,3961749.68,3.4,2,21,10,Yes,Balanced,Government,Medium,6,Medium Risk,0
MSA103566,74,1,33682.17,355983.32,9.98,6,54,5,Yes,Balanced,SME,Medium,4,High Risk,0
MSA103567,48,15,22988.03,335124.5,15.01,2,10,1,Yes,Balanced,Private,Medium,7,Low Risk,0
MSA103568,67,20,11692.56,1005850.65,-1.53,8,24,2,Yes,Balanced,Self Employed,Low,1,Medium Risk,0
MSA103569,45,19,33871.05,1127350.95,-6.77,7,40,5,Yes,High Growth,Self Employed,Low,7,High Risk,0
MSA103570,31,10,20369.16,3888462.88,2.99,6,47,2,Yes,Conservative,Private,Medium,6,Medium Risk,0
MSA103571,69,18,16402.67,3778327.11,-3.56,2,21,13,Yes,Balanced,SME,Low,4,Medium Risk,1
MSA103572,46,3,23475.51,3191722.19,2.89,4,25,4,Yes,Balanced,Corporate,Low,1,Medium Risk,0
MSA103573,63,11,33914.72,4631752.54,19.73,5,52,8,No,High Growth,Corporate,Medium,9,Medium Risk,0
MSA103574,71,15,15705.52,1379677.48,7.22,7,57,11,No,Conservative,Self Employed,Low,6,Medium Risk,0
MSA103575,45,11,24079.74,4774027.27,10.81,3,59,2,Yes,Growth,Private,Low,9,Low Risk,0
MSA103576,67,17,17424.66,4566848.79,10.34,1,23,11,Yes,Conservative,Private,High,3,Medium Risk,0
MSA103577,31,17,31312.43,2417411.81,14.62,4,22,10,Yes,Growth,Government,Medium,3,Low Risk,0
MSA103578,31,6,27471.14,565431.69,18.32,5,4,12,No,High Growth,Self Employed,High,7,Medium Risk,0
MSA103579,55,5,29962.32,3856706.55,9.76,3,34,12,Yes,Balanced,Private,High,5,Medium Risk,0
MSA103580,42,8,22060.9,1858815.93,4.28,5,56,5,Yes,High Growth,Government,Medium,8,Medium Risk,0
MSA103581,60,2,41953.72,4160392.11,-0.47,4,6,10,Yes,Conservative,Corporate,High,1,Low Risk,1
MSA103582,63,16,35549.76,921397.91,0.81,5,28,4,Yes,Balanced,Self Employed,High,4,Low Risk,0
MSA103583,68,20,34857.49,2945385.81,0.03,4,31,4,Yes,Conservative,Self Employed,Low,5,Medium Risk,0
MSA103584,32,24,30951.53,2598840.97,-0.27,7,35,10,No,Growth,Private,High,7,Low Risk,0
MSA103585,37,12,28026.19,771072.73,10.84,1,39,13,Yes,Conservative,Private,Medium,3,Medium Risk,0
MSA103586,52,6,31240.05,1954945.49,7.63,3,42,13,Yes,High Growth,SME,Low,6,Medium Risk,0
MSA103587,43,1,28407.74,625581.8,-3.94,5,23,5,Yes,High Growth,Corporate,Low,6,Low Risk,1
MSA103588,56,4,25634.22,2549075.53,19.09,4,6,5,No,High Growth,Corporate,Low,3,Medium Risk,0
MSA103589,58,17,12869.26,4456569.57,2.83,5,16,0,Yes,Balanced,Government,Medium,0,Low Risk,0
MSA103590,68,13,28566.0,1441741.58,6.98,8,2,10,No,Conservative,Government,Medium,2,Medium Risk,0
MSA103591,68,18,32309.42,3915561.84,11.08,9,24,14,Yes,Balanced,SME,Medium,1,Low Risk,0
MSA103592,30,5,24483.52,991226.71,8.41,3,17,8,No,Conservative,Corporate,High,2,Medium Risk,0
MSA103593,46,24,25308.54,3496588.89,-0.67,9,45,4,No,Growth,Government,High,4,Medium Risk,0
MSA103594,70,24,13264.39,4648170.13,13.93,5,1,0,No,Conservative,Corporate,Low,0,Medium Risk,0
MSA103595,59,3,19245.75,1894514.0,-6.7,3,6,7,No,Conservative,Corporate,Low,4,Medium Risk,1
MSA103596,42,11,26871.85,4724480.61,7.07,10,5,6,No,Conservative,Government,Medium,1,Medium Risk,0
MSA103597,50,13,23591.67,2772698.59,-1.8,8,57,6,Yes,Conservative,Private,Medium,3,Medium Risk,0
MSA103598,48,4,37145.9,1757603.41,8.47,10,45,14,No,Growth,Private,High,5,Medium Risk,0
MSA103599,48,14,15760.53,4720130.76,-3.46,3,55,13,Yes,Balanced,Government,High,8,Medium Risk,0
MSA103600,54,22,17954.54,440610.47,13.17,2,50,4,No,High Growth,SME,Medium,9,Medium Risk,0
MSA103601,51,11,32865.37,249869.31,-3.17,6,29,0,Yes,Conservative,Self Employed,Medium,5,Low Risk,0
MSA103602,60,10,17016.45,3076456.54,16.71,7,12,8,Yes,High Growth,Corporate,High,9,Medium Risk,0
MSA103603,46,19,38904.16,4141328.05,15.85,3,39,10,No,High Growth,Self Employed,Low,1,Medium Risk,0
MSA103604,52,18,20957.01,3808166.22,0.87,9,47,8,Yes,High Growth,Government,Low,7,Low Risk,0
MSA103605,61,6,27675.7,614839.04,1.57,6,3,7,No,High Growth,Corporate,High,4,Low Risk,0
MSA103606,39,15,25665.25,4860896.41,11.05,5,48,4,Yes,Conservative,Self Employed,High,8,Low Risk,0
MSA103607,39,21,23603.47,3741369.51,-7.29,6,1,13,Yes,High Growth,Private,Low,9,Medium Risk,1
MSA103608,65,10,21196.73,4909733.67,-7.57,7,27,2,No,Conservative,SME,High,8,Medium Risk,0
MSA103609,37,5,14477.13,1879309.91,-5.91,1,48,7,No,Growth,Self Employed,Low,3,Medium Risk,0
MSA103610,49,5,21822.15,3563271.68,6.87,10,24,0,No,Balanced,SME,Low,0,High Risk,0
MSA103611,61,10,27662.33,4424024.8,-5.53,4,44,2,Yes,Balanced,Private,High,8,Low Risk,0
MSA103612,43,5,19185.81,2048601.9,-1.67,2,19,11,Yes,Conservative,Self Employed,Medium,8,Low Risk,0
MSA103613,57,3,19633.37,4937693.6,9.41,9,59,10,Yes,Conservative,Government,Medium,7,Medium Risk,0
MSA103614,53,23,27759.1,1515062.32,-9.53,10,8,6,Yes,Balanced,Corporate,Medium,4,High Risk,0
MSA103615,44,6,28781.83,1671926.45,-4.59,8,55,13,No,High Growth,Private,Medium,4,Medium Risk,0
MSA103616,51,4,33379.42,4732565.45,17.9,9,44,14,No,Conservative,SME,Medium,9,High Risk,0
MSA103617,59,18,20440.86,4862125.75,9.91,7,47,3,No,High Growth,SME,Medium,5,Medium Risk,0
MSA103618,33,9,17473.21,1632957.95,-0.83,9,2,6,Yes,Conservative,Private,Medium,0,Medium Risk,0
MSA103619,42,17,17052.11,833074.7,-8.64,1,30,11,No,Conservative,Government,High,8,Low Risk,0
MSA103620,52,13,30326.0,4028276.28,7.58,8,30,10,Yes,Growth,Government,High,4,Low Risk,0
MSA103621,37,15,28384.54,4798306.07,-3.31,7,49,12,No,Growth,SME,Medium,6,High Risk,0
MSA103622,47,20,40449.28,3150545.54,18.81,1,39,13,No,Balanced,Private,High,7,Medium Risk,0
MSA103623,41,17,26988.48,3377561.82,10.61,6,45,4,Yes,Growth,Private,Low,4,Medium Risk,0
MSA103624,60,13,24746.66,3973533.5,19.22,6,32,5,Yes,Growth,Corporate,Medium,2,High Risk,0
MSA103625,43,16,29557.49,889502.85,15.47,7,1,13,Yes,Balanced,SME,Low,5,Medium Risk,1
MSA103626,63,22,31021.31,5083329.04,4.49,2,38,6,Yes,High Growth,Government,High,6,Low Risk,0
MSA103627,47,4,26517.79,2025644.45,10.09,8,13,14,Yes,Growth,Self Employed,Medium,3,Medium Risk,0
MSA103628,63,5,28683.53,3341541.11,14.36,2,11,12,No,High Growth,Government,Low,8,Medium Risk,0
MSA103629,40,5,36573.57,2547336.3,7.35,5,10,9,Yes,Balanced,Government,High,3,Low Risk,0
MSA103630,70,9,27233.99,2551120.85,-8.16,9,48,11,Yes,Conservative,Self Employed,Medium,9,High Risk,0
MSA103631,41,17,27602.77,3642848.64,4.11,6,59,6,No,High Growth,SME,Medium,1,Medium Risk,0
MSA103632,44,13,19136.02,5057649.38,-6.08,4,26,6,Yes,Balanced,Corporate,Low,8,Medium Risk,0
MSA103633,60,2,30806.75,3489420.26,11.45,1,56,6,No,High Growth,Government,Low,3,Low Risk,0
MSA103634,58,13,16301.21,4225471.7,10.42,7,55,10,No,Balanced,Government,Low,3,Medium Risk,0
MSA103635,55,22,23715.62,314310.48,19.79,10,20,12,Yes,Balanced,SME,High,9,Medium Risk,0
MSA103636,47,21,20130.52,4137273.48,8.86,9,17,12,Yes,Conservative,SME,Low,0,Medium Risk,0
MSA103637,61,23,30891.83,1549732.61,14.0,7,17,6,Yes,High Growth,Private,Low,1,Low Risk,0
MSA103638,51,19,34862.29,687561.13,-1.95,2,4,2,No,Conservative,SME,Low,2,Low Risk,1
MSA103639,67,3,24174.52,743574.72,0.2,3,5,14,Yes,Conservative,SME,Medium,6,Medium Risk,0
MSA103640,46,10,11704.98,3517675.33,17.51,3,23,11,Yes,High Growth,Government,Low,8,High Risk,0
MSA103641,52,2,12106.9,5123584.34,12.66,4,46,2,No,High Growth,Corporate,Low,4,Medium Risk,0
MSA103642,53,13,36831.01,3589672.74,9.66,3,52,6,Yes,Balanced,Government,High,3,Low Risk,0
MSA103643,37,19,34675.37,1393617.34,-2.38,3,10,13,Yes,High Growth,SME,High,1,Low Risk,0
MSA103644,70,17,25292.31,1295848.56,10.96,7,46,1,Yes,Balanced,Private,Low,6,Low Risk,0
MSA103645,35,21,15424.37,2775399.64,16.6,4,28,13,No,Balanced,Corporate,High,5,Medium Risk,0
MSA103646,34,14,26834.59,608430.53,-3.08,7,33,1,No,Balanced,Private,High,6,Medium Risk,0
MSA103647,73,12,26233.18,2196484.62,11.18,10,43,2,Yes,Balanced,Self Employed,High,7,Low Risk,0
MSA103648,58,21,30327.52,3556616.77,1.81,7,26,13,Yes,Balanced,Private,Medium,8,Medium Risk,0
MSA103649,57,12,23343.22,4976560.27,-6.44,8,55,3,Yes,Balanced,Private,Low,9,Low Risk,0
MSA103650,40,11,34035.48,2286194.57,12.9,8,50,5,No,High Growth,SME,Low,4,Low Risk,0
MSA103651,30,7,20272.3,1102673.51,-4.99,4,48,12,Yes,High Growth,SME,Low,4,Low Risk,1
MSA103652,72,4,18279.29,4102255.9,-2.41,1,29,7,Yes,Growth,SME,High,3,Medium Risk,0
MSA103653,48,19,27733.76,3888064.65,13.49,1,27,9,No,High Growth,SME,High,2,Low Risk,0
MSA103654,38,1,19868.02,4436416.25,12.26,4,18,9,Yes,Conservative,SME,High,6,Medium Risk,0
MSA103655,56,24,27313.38,1260524.7,-2.37,7,40,6,Yes,Growth,Private,Medium,4,Medium Risk,0
MSA103656,63,3,37368.07,2146485.37,18.23,9,10,3,No,High Growth,Self Employed,High,6,Medium Risk,0
MSA103657,73,13,35157.1,4935023.47,-3.54,10,58,1,No,Conservative,SME,Medium,1,Medium Risk,0
MSA103658,33,15,34089.49,1072059.48,19.81,1,42,1,Yes,High Growth,Self Employed,Low,8,Low Risk,0
MSA103659,65,2,11369.74,3446868.55,12.14,10,5,14,Yes,Balanced,Self Employed,High,8,Medium Risk,1
MSA103660,47,11,23223.65,1304605.08,1.78,4,10,3,Yes,Growth,Government,Medium,8,Medium Risk,0
MSA103661,44,4,32854.36,2639024.08,-6.09,9,50,5,No,Balanced,Government,Medium,4,Medium Risk,0
MSA103662,42,19,11189.18,4131998.75,-0.38,3,21,2,No,Growth,Corporate,High,9,Low Risk,0
MSA103663,48,17,32851.53,2509145.96,-4.19,2,24,5,Yes,Growth,Government,Medium,8,Low Risk,0
MSA103664,35,3,32088.22,4129636.38,8.66,4,38,4,Yes,Balanced,SME,High,0,Low Risk,0
MSA103665,41,18,24665.68,2389811.78,0.71,9,3,4,No,Growth,Self Employed,Medium,1,Medium Risk,0
MSA103666,66,8,23418.14,5089107.0,-1.15,3,40,1,Yes,Growth,Corporate,Low,9,High Risk,0
MSA103667,46,22,20447.26,2281968.76,12.71,2,31,7,No,High Growth,Government,Low,4,Medium Risk,0
MSA103668,52,24,36939.87,827941.42,-3.08,9,41,4,No,Conservative,Private,Low,4,Medium Risk,0
MSA103669,55,19,26364.75,2053003.1,7.61,9,37,10,No,Balanced,Corporate,High,5,Medium Risk,0
MSA103670,58,5,36271.2,3892691.26,-4.16,1,2,1,No,High Growth,SME,Low,7,Medium Risk,1
MSA103671,62,7,24273.85,4312936.9,11.44,8,2,6,Yes,High Growth,Self Employed,Low,0,Medium Risk,0
MSA103672,56,21,43163.04,2546444.33,8.75,4,39,12,Yes,Balanced,SME,Low,9,Low Risk,0
MSA103673,54,8,21025.73,3050835.36,13.94,4,49,14,Yes,Growth,SME,High,8,High Risk,0
MSA103674,39,5,10622.49,4452493.84,-7.95,5,42,8,Yes,Balanced,Private,Medium,3,Low Risk,0
MSA103675,52,17,32662.4,4275834.59,-3.7,5,44,8,Yes,Conservative,Private,High,7,High Risk,0
MSA103676,50,5,39906.14,3459128.33,-5.37,6,34,0,Yes,Conservative,Self Employed,High,4,Medium Risk,0
MSA103677,50,4,29653.01,4140146.17,-4.28,6,42,6,Yes,Balanced,Government,Low,0,Medium Risk,0
MSA103678,72,22,24671.71,3125050.25,-6.91,5,20,8,Yes,High Growth,SME,Medium,8,Medium Risk,0
MSA103679,42,19,31283.37,142230.44,6.86,7,33,5,Yes,Balanced,Government,Low,7,Medium Risk,0
MSA103680,66,21,12046.07,424835.58,7.8,7,4,0,Yes,Conservative,Self Employed,Low,4,High Risk,0
MSA103681,62,2,24172.81,5094451.58,15.3,5,45,1,No,Balanced,SME,High,3,Medium Risk,0
MSA103682,53,11,29638.54,784923.61,2.53,2,44,3,Yes,Growth,Government,High,7,Medium Risk,0
MSA103683,73,22,22521.72,2154723.22,5.97,7,11,13,Yes,Balanced,SME,High,8,Medium Risk,0
MSA103684,40,13,21586.21,4916269.81,19.74,8,42,3,Yes,High Growth,Private,Low,6,Low Risk,0
MSA103685,46,15,33053.96,1198447.45,5.96,7,47,1,No,Growth,Private,Medium,3,Medium Risk,0
MSA103686,33,12,24254.88,4390552.16,7.21,6,5,7,Yes,Conservative,Corporate,Medium,6,High Risk,0
MSA103687,54,22,17767.18,4212581.46,19.88,3,25,1,Yes,Balanced,Self Employed,Low,5,Low Risk,0
MSA103688,59,21,35354.74,5141126.79,19.82,7,49,2,No,High Growth,Government,Medium,2,Medium Risk,0
MSA103689,38,22,34537.96,1678733.08,2.72,4,37,13,Yes,High Growth,SME,Low,9,Medium Risk,0
MSA103690,50,11,35186.43,1648443.51,9.05,9,34,3,No,Conservative,Corporate,Medium,2,High Risk,0
MSA103691,49,7,31510.24,4653038.11,4.42,7,9,8,No,Balanced,Self Employed,Low,0,Medium Risk,0
MSA103692,48,5,11299.85,1457960.34,11.62,4,6,9,Yes,High Growth,Self Employed,Medium,4,Medium Risk,0
MSA103693,48,17,11101.64,2847053.74,18.15,5,18,0,Yes,Growth,Self Employed,High,7,Low Risk,0
MSA103694,41,24,23691.9,3578726.55,-0.71,9,14,7,Yes,Balanced,Government,High,5,High Risk,0
MSA103695,66,20,25369.78,1579827.01,14.57,4,19,11,Yes,Conservative,Private,High,7,Medium Risk,0
MSA103696,71,9,31126.87,4900166.08,9.65,6,14,14,No,Growth,Corporate,High,6,Low Risk,0
MSA103697,46,14,23059.19,3466046.86,-1.59,7,40,13,No,Balanced,Government,Low,1,High Risk,1
MSA103698,66,12,29761.15,307849.58,13.92,8,17,4,No,High Growth,SME,Medium,7,Medium Risk,0
MSA103699,68,6,13931.33,739020.78,2.81,3,35,6,No,Conservative,Government,Low,3,High Risk,0
MSA103700,57,17,21436.6,1099215.77,-6.39,6,29,7,Yes,Conservative,SME,High,4,Low Risk,0
MSA103701,70,19,26989.26,1366113.95,19.8,9,42,14,Yes,Balanced,SME,Medium,7,Medium Risk,0
MSA103702,64,19,29343.65,3801121.98,2.77,10,17,4,No,Conservative,Self Employed,Low,4,High Risk,0
MSA103703,47,16,18375.02,500524.46,6.25,7,59,7,No,Growth,Government,High,4,Medium Risk,0
MSA103704,43,12,23025.25,1810903.63,14.24,10,43,9,Yes,Balanced,Private,Medium,5,Low Risk,0
MSA103705,64,12,13599.24,4581310.45,18.83,6,8,10,No,Growth,SME,Medium,6,Medium Risk,0
MSA103706,73,20,26816.67,2887621.05,16.19,5,1,7,Yes,Conservative,Self Employed,High,8,Medium Risk,0
MSA103707,70,6,27169.7,1588101.99,5.75,6,45,8,Yes,Conservative,Private,High,6,Medium Risk,0
MSA103708,36,23,16893.56,4819756.67,6.37,2,53,1,No,Conservative,Government,Medium,5,Medium Risk,0
MSA103709,70,4,28760.59,1348992.67,-1.57,5,36,2,No,Growth,Private,High,9,High Risk,0
MSA103710,42,6,15929.5,4659277.13,3.88,5,7,0,Yes,Conservative,Government,Low,3,High Risk,0
MSA103711,47,11,18571.96,3669164.88,18.41,9,46,3,No,Balanced,SME,High,9,High Risk,0
MSA103712,66,1,16967.2,3831480.13,11.81,8,5,14,No,High Growth,Corporate,High,1,Medium Risk,1
MSA103713,42,24,36260.71,4017334.63,-9.64,6,24,14,No,Balanced,Corporate,High,8,Medium Risk,0
MSA103714,65,23,25036.57,2739961.09,-6.5,4,28,4,Yes,High Growth,SME,Medium,9,Medium Risk,0
MSA103715,60,15,37537.45,4195405.69,17.71,3,43,10,Yes,Conservative,Private,Medium,4,Medium Risk,0
MSA103716,31,11,32273.6,4241753.83,15.46,4,17,0,No,Balanced,Government,High,4,Low Risk,0
MSA103717,45,19,23972.47,2031257.27,4.58,7,37,7,Yes,Growth,Corporate,Medium,2,Low Risk,0
MSA103718,38,18,17471.23,2108963.37,8.51,3,20,1,Yes,High Growth,Government,High,2,Medium Risk,0
MSA103719,38,17,14466.97,4495314.76,-1.31,5,3,0,Yes,Growth,SME,Low,0,Medium Risk,1
MSA103720,67,19,19974.09,2820393.84,13.78,4,37,1,No,High Growth,Private,Medium,4,Low Risk,0
MSA103721,40,21,22506.09,4515816.3,8.1,8,26,14,Yes,Conservative,Government,High,2,Medium Risk,0
MSA103722,51,14,25154.43,3360882.84,10.84,9,15,12,Yes,Balanced,Private,Medium,1,Low Risk,0
MSA103723,62,18,12154.81,3055944.4,1.25,7,51,4,No,High Growth,Corporate,Low,8,Medium Risk,0
MSA103724,65,19,23257.0,389309.72,2.91,4,48,8,No,Balanced,Government,Low,9,Low Risk,0
MSA103725,74,15,22275.07,1577577.27,-3.77,5,8,8,No,High Growth,Self Employed,High,5,Low Risk,0
MSA103726,52,15,26677.24,2561459.35,18.44,2,13,1,No,High Growth,Corporate,Medium,2,Low Risk,0
MSA103727,74,4,28005.52,3092214.0,18.4,3,48,1,Yes,Conservative,Private,Low,6,Medium Risk,0
MSA103728,74,7,40019.51,3210066.92,14.53,2,3,2,Yes,High Growth,SME,Medium,8,Medium Risk,0
MSA103729,63,13,17031.16,3817522.98,18.07,2,1,6,Yes,Growth,Self Employed,High,8,Low Risk,0
MSA103730,38,3,19405.48,3495425.49,9.96,3,9,10,No,High Growth,Government,Low,0,Medium Risk,1
MSA103731,53,16,17682.34,4355888.7,-2.96,3,31,2,Yes,High Growth,Corporate,Low,1,Medium Risk,0
MSA103732,37,9,36241.19,1761346.2,12.81,2,41,0,Yes,High Growth,Government,Medium,7,Low Risk,0
MSA103733,36,8,12179.66,3390890.43,-0.24,7,54,13,Yes,Conservative,Government,Low,0,Medium Risk,1
MSA103734,65,20,36154.85,482667.6,3.21,10,26,13,Yes,Balanced,Self Employed,High,2,Medium Risk,0
MSA103735,47,13,27448.84,2600146.88,-1.77,9,17,13,No,Balanced,Self Employed,High,6,High Risk,0
MSA103736,32,17,18663.11,1579877.18,2.71,1,56,5,Yes,Conservative,Self Employed,Low,7,Medium Risk,0
MSA103737,57,17,18495.52,1991701.38,10.38,5,34,2,Yes,Growth,Self Employed,High,4,High Risk,0
MSA103738,35,17,13755.8,1891338.62,-6.68,9,9,0,Yes,Growth,SME,Low,1,High Risk,1
MSA103739,73,1,36159.97,497566.85,-6.84,2,56,13,Yes,Conservative,Private,Low,2,Medium Risk,1
MSA103740,73,8,21789.96,2581117.71,10.51,9,51,12,No,Balanced,Self Employed,Low,8,Medium Risk,0
MSA103741,50,19,32324.26,5154049.98,13.39,6,13,3,No,Growth,Corporate,Low,9,Low Risk,0
MSA103742,57,6,31566.5,1565361.48,6.54,9,5,12,Yes,Conservative,Government,Medium,6,High Risk,0
MSA103743,69,3,24810.81,3938156.56,-4.55,9,41,0,Yes,Balanced,Self Employed,Low,0,Medium Risk,0
MSA103744,30,5,27630.34,3008544.26,2.92,7,13,0,Yes,Growth,Corporate,High,2,Low Risk,0
MSA103745,65,13,21348.96,1734537.24,12.75,7,1,11,No,Growth,SME,Medium,8,Medium Risk,0
MSA103746,50,15,17761.34,544800.95,10.57,3,25,1,Yes,Conservative,Corporate,High,6,Medium Risk,0
MSA103747,72,14,23338.96,1265729.61,-6.7,2,47,9,Yes,Balanced,Corporate,Low,1,Medium Risk,1
MSA103748,64,23,30049.43,4157240.02,19.07,5,4,7,Yes,Growth,SME,High,5,Medium Risk,0
MSA103749,42,16,19114.91,1525259.88,-3.3,3,36,1,No,Conservative,SME,Medium,8,Medium Risk,0
MSA103750,39,18,28012.28,992807.29,-3.39,2,52,10,No,Growth,Government,High,3,Low Risk,0
MSA103751,73,22,22326.16,1697736.79,3.8,4,10,1,Yes,Balanced,Self Employed,Medium,9,Medium Risk,0
MSA103752,39,22,36202.3,3136944.61,-0.18,9,28,14,Yes,High Growth,Corporate,Low,1,Medium Risk,1
MSA103753,42,11,25885.98,3745413.66,19.52,1,57,10,Yes,Growth,Private,Low,2,Medium Risk,0
MSA103754,66,3,17919.31,2044143.94,-7.71,4,6,10,Yes,Balanced,Private,High,6,Medium Risk,1
MSA103755,67,22,39279.23,2586376.43,-0.81,5,27,9,Yes,Growth,Government,High,3,Medium Risk,0
MSA103756,53,10,17632.35,2500272.63,1.48,6,56,9,No,High Growth,Private,Low,6,Medium Risk,0
MSA103757,31,10,33752.7,110728.58,4.8,3,12,7,No,High Growth,Government,Low,4,Low Risk,0
MSA103758,51,21,13993.09,2101080.35,-9.51,10,52,11,No,Growth,Self Employed,High,7,Medium Risk,0
MSA103759,46,16,15555.27,3035768.06,-7.53,6,48,5,No,Conservative,Government,Low,7,High Risk,0
MSA103760,65,12,32939.63,3014517.35,-2.27,6,3,11,Yes,Growth,SME,Medium,4,High Risk,1
MSA103761,43,2,30945.57,3837213.41,6.62,1,46,10,Yes,Balanced,SME,Medium,6,Low Risk,0
MSA103762,39,9,16327.73,3508053.76,13.03,5,33,3,No,Conservative,SME,High,5,Medium Risk,0
MSA103763,64,24,32412.46,1543564.65,10.59,9,10,2,Yes,Balanced,SME,High,7,Low Risk,0
MSA103764,54,3,23888.92,1410228.17,7.01,3,31,0,Yes,Balanced,SME,Low,8,Medium Risk,0
MSA103765,32,24,29385.2,2528006.9,1.92,4,15,10,Yes,Conservative,SME,Low,4,High Risk,0
